name,ticker,image,link,round,total_raised,pre_valuation,categories,date,ecosystem,investor_1,investor_2,investor_3,investor_4,investor_5,investor_6,investor_7,investor_8
"Optopia","OPAI","https://icodrops.com/media/cache/47/3d/473dde6c407d366162c2e7b03e0254d3.webp","https://icodrops.com/optopia/","IDO on ChainGPT","—","$8.7 K","Blockchain","Upcoming","","JRR Group","G. Ventures","Klein Labs","More Details","Ethereum","","",""
"Injex Finance","INJX","https://icodrops.com/media/cache/88/8c/888cdbe95b47a6b7ab73d06df72a9da7.webp","https://icodrops.com/injex-finance/","Public Sale","$553 K","$30 M","DeFi","Upcoming","","Injective Protocol","","","","","","",""
"BitU","BITU","https://icodrops.com/media/cache/e0/2a/e02ac27fee1b4f4a58740a9fe12b743e.webp","https://icodrops.com/bitu/","TGE and Distribution","—","—","DeFi","Upcoming","","","","","","","","",""
"Sentio","ST","https://icodrops.com/media/cache/81/f5/81f5229ed11dbf22de1a5f9ae7a88cab.webp","https://icodrops.com/sentio/","TGE and Distribution","$6.6 M","$54.79 M","Infrastructure","Upcoming","","Lightspeed Venture Partners","HashKey Capital","GSR Ventures","More Details","","","",""
"Frame","FRAME","https://icodrops.com/media/cache/f7/e8/f7e869817d097c21c1621629279a28a6.webp","https://icodrops.com/frame/","TGE and Distribution","—","—","Blockchain","Upcoming","","Electric Capital","0xMaki","0xmons","More Details","","","",""
"OpenSea","SEA","https://icodrops.com/media/cache/9d/05/9d054bd7c25638544779f0daf9e5aab7.webp","https://icodrops.com/opensea/","TGE and Distribution","$425.15 M","—","NFT","Upcoming","","1confirmation","Andreessen Horowitz (a16z)","Balaji Srinivasan","More Details","","","",""
"Unibit","UIBT","https://icodrops.com/media/cache/ee/7e/ee7ec1ff35a874643c6e1eafeea3d231.webp","https://icodrops.com/unibit/","TGE and Distribution","—","$12 M","Blockchain Service","Upcoming","","Gains Associates","Green Arrow Ventures","Ethereum","","","","",""
"Nansen","NSN","https://icodrops.com/media/cache/ad/c2/adc2c4748bdaa9d4f7802a9205ee2355.webp","https://icodrops.com/nansen/","TGE and Distribution","$88.2 M","—","Blockchain Service","Upcoming","","Andreessen Horowitz (a16z)","BitScale Capital","Coinbase Ventures","More Details","","","",""
"Debank","","https://icodrops.com/media/cache/a7/2e/a72e347a72efde06055362e3c9a5f0e8.webp","https://icodrops.com/debank/","TGE and Distribution","$25 M","—","Blockchain Service","Upcoming","","HongShan (ex-Sequoia China)","Coinbase Ventures","Crypto.com","More Details","Ethereum","Polygon (ex-Matic Network)","",""
"Gunzilla","","https://icodrops.com/media/cache/d5/46/d546d3b83786464f714abc4234049240.webp","https://icodrops.com/gunzilla/","TGE and Distribution","$101 M","—","Gaming","Upcoming","","Jump Crypto","Coinbase Ventures","CoinFund","More Details","","","",""
"Kakarot zkEVM","","https://icodrops.com/media/cache/39/18/3918d31d1d0e0dceb4eaa50ab35a295e.webp","https://icodrops.com/kakarot-zkevm/","TGE and Distribution","—","—","Layer-2","Upcoming","","Vitalik Buterin","CMS Holdings","Fenbushi Capital","More Details","Ethereum","StarkNet","",""
"Kresus","","https://icodrops.com/media/cache/5d/02/5d02a3fac7f8d914d116b2d41ccf0687.webp","https://icodrops.com/kresus/","TGE and Distribution","$38 M","—","Wallet","Upcoming","","Hanwha Investment & Securities","","","","","","",""
"Polynomial Protocol","","https://icodrops.com/media/cache/89/38/8938b63800762c9ac85a0d82c4cefe52.webp","https://icodrops.com/polynomial-protocol/","TGE and Distribution","$1.1 M","—","DeFi","Upcoming","","Pantera Capital","Alliance","Divergence Ventures","More Details","","","",""
"CCP Games","","https://icodrops.com/media/cache/91/cb/91cb9ab5166e3bf9d4128c802d6d6c81.webp","https://icodrops.com/ccp-games/","TGE and Distribution","$40 M","—","Gaming","Upcoming","","Andreessen Horowitz (a16z)","BITKRAFT Ventures","Hashed","More Details","","","",""
"Reya (former Voltz)","REYA","https://icodrops.com/media/cache/57/6b/576b0ba0f2c68f626b0e1fc6612956d2.webp","https://icodrops.com/reya/","TGE and Distribution","$16 M","$150 M","DeFi","Upcoming","","Brevan Howard","Framework Ventures","Amber Group","More Details","","","",""
"Huddle01","HUDL","https://icodrops.com/media/cache/c6/41/c6410694a633d801a4322adb94a04f8c.webp","https://icodrops.com/huddle01/","TGE and Distribution","$4.5 M","—","Social","Upcoming","","Balaji Srinivasan","Stani Kulechov","LongHash Ventures","More Details","Ethereum","","",""
"Backpack","BP","https://icodrops.com/media/cache/10/75/1075772484bb427e829132367579b911.webp","https://icodrops.com/backpack/","TGE and Distribution","$37 M","$139.5 M","CEX","Upcoming","","Jump Crypto","Multicoin Capital","Amber Group","More Details","Solana","","",""
"Arcium (Elusiv)","","https://icodrops.com/media/cache/59/f6/59f65164bb36e5c316f04e5a4a4c953a.webp","https://icodrops.com/arcium/","TGE and Distribution","$10 M","$200 M","Blockchain Service","Upcoming","","Jump Crypto","Coinbase Ventures","Moonrock Capital","More Details","","","",""
"ZNS Connect","ZNS","https://icodrops.com/media/cache/6a/f6/6af64bee3eecffe8fa860a8d948dc3d0.webp","https://icodrops.com/zns-connect/","TGE and Distribution","—","$16 M","Web 3.0","Upcoming","","Ethereum","","","","","","",""
"Rabby Wallet","","https://icodrops.com/media/cache/c3/b7/c3b7c8fc5aeacd3a0864936f82fd956b.webp","https://icodrops.com/rabby-wallet/","TGE and Distribution","$25 M","—","Wallet","Upcoming","","Sequoia Capital","Coinbase Ventures","Crypto.com","More Details","Ethereum","","",""
"Setter","","https://icodrops.com/media/cache/ec/10/ec1082e7c8f4717e87b79d76146c5a3d.webp","https://icodrops.com/setter/","TGE and Distribution","$5 M","—","Social","Upcoming","","Andreessen Horowitz (a16z)","Marcy Venture Partners","Serena Williams","More Details","Multichain","","",""
"RabbitHole","","https://icodrops.com/media/cache/a7/c9/a7c904890d715ae47eb2dfbc2bc073c1.webp","https://icodrops.com/rabbithole/","TGE and Distribution","$21.6 M","—","Blockchain Service","Upcoming","","Electric Capital","Framework Ventures","ParaFi Capital","More Details","Ethereum","Solana","Optimism",""
"N1 (ex Layer N)","","https://icodrops.com/media/cache/eb/fb/ebfb48c6ba067ae71e3815fbd9966173.webp","https://icodrops.com/layer-n/","TGE and Distribution","$7 M","—","Infrastructure","Upcoming","","Founders Fund","Solana Ventures","Kraken","More Details","Ethereum","","",""
"Linera","","https://icodrops.com/media/cache/c5/b8/c5b888b447328f43e085fbd42d3f5736.webp","https://icodrops.com/linera/","TGE and Distribution","$12 M","—","Infrastructure","Upcoming","","Andreessen Horowitz (a16z)","Tribe Capital","Eterna Capital","More Details","","","",""
"Gensyn","AI","https://icodrops.com/media/cache/db/bc/dbbc45c7f25dccc603a309fa58920c74.webp","https://icodrops.com/gensyn/","TGE and Distribution","$66.74 M","$473 M","Blockchain Service","Upcoming","","Andreessen Horowitz (a16z)","CoinFund","Galaxy","More Details","","","",""
"Matrix One","MATRIX","https://icodrops.com/media/cache/f6/e0/f6e0c48a8c71bf4957aec6a87af8e735.webp","https://icodrops.com/matrix-one/","IDO on Polkastarter","$250 K","$16 M","Artificial Intellig…","Upcoming","","Digital Currency Group (DCG)","Hypersphere Ventures","Sfermion","More Details","Solana","","",""
"zkCross Network","CROSS","https://icodrops.com/media/cache/89/3f/893f80df40347da7c2e70b0ef279c89c.webp","https://icodrops.com/zkcross-network/","IDO on OpenPad","$3.02 M","$52.5 M","DeFi","Upcoming","","Blockchain Founders Fund","MarsDAO","NxGen","More Details","Arbitrum","","",""
"Orbital7","ORBI","https://icodrops.com/media/cache/41/df/41dfea93b6301a81a1bfc89c59b360fe.webp","https://icodrops.com/orbital7/","IDO on Decubate","$2.18 M","$34.64 K","Infrastructure","Upcoming","","Castrum Capital","Genesis Capital","Bitcoin","","","","",""
"EstateX","ESX","https://icodrops.com/media/cache/6b/10/6b10be62113e1c17329617753a4c1840.webp","https://icodrops.com/estatex/","IDO on Seedify","—","$5.46 M","Real Estate","Upcoming","","GD10 Ventures","Binance coin","","","","","",""
"Ponder","PNDR","https://icodrops.com/media/cache/88/a8/88a8fc4bf13af1a45707dbaacbaaff5b.webp","https://icodrops.com/ponder-one/","IDO on WePad","—","$10 M","DeFi","Upcoming","","ZBS Capital","Basics Capital","MH Ventures","More Details","","","",""
"Bitfinity Network","","https://icodrops.com/media/cache/1d/4c/1d4c078e735836373e5e4f2469700047.webp","https://icodrops.com/bitfinity-network/","Testnet Airdrop","$19 M","$413 K","Blockchain","Upcoming","","Andreessen Horowitz (a16z)","Polychain Capital","ParaFi Capital","More Details","","","",""
"VinuChain","VC","https://icodrops.com/media/cache/f3/c1/f3c15b63a2668ceae73c98558435388f.webp","https://icodrops.com/vinuchain/","IDO Round","—","$661.26 K","Blockchain","Upcoming","","","","","","","","",""
"SpartaDEX","SPARTA","https://icodrops.com/media/cache/d9/4d/d94dc6f33c5bdf6fb4e818bcad7b431f.webp","https://icodrops.com/spartadex/","Airdrop","$350 K","$1.59 M","DEX","Upcoming","","Arbitrum","","","","","","",""
"TOP Network","TOP","https://icodrops.com/media/cache/36/b9/36b964a25057a73b5f05e86f605f1d84.webp","https://icodrops.com/top-network/","Pre-Sale","$21.1 M","$1.05 M","Infrastructure","Upcoming","","Fenbushi Capital","DHVC","Elysium Venture Capital","More Details","","","",""
"Aether Games","","https://icodrops.com/media/cache/07/da/07dac353503880c350d72c98fb3db273.webp","https://icodrops.com/aether-games/","IDO on RazrFi","$17.14 M","$17.16 K","Gaming","Upcoming","","MV Global","P2 Ventures","Cogitent Ventures","More Details","","","",""
"Finblox","FBX","https://icodrops.com/media/cache/f4/3c/f43c5e2f5cc3334e3b3032bc9f0f1f0b.webp","https://icodrops.com/finblox/","IDO","$7.95 M","$51.97 K","DeFi","Upcoming","","CoinFund","Dragonfly Capital","Peak XV Partners(ex-Sequoia India)","More Details","","","",""
"Collector","COLL","https://icodrops.com/media/cache/56/89/56892162f6b2af8fd18c3b44c9e73d21.webp","https://icodrops.com/collector/","IDO","$3.54 M","$411.5 K","Platform","Upcoming","","Big Brain Holdings","Maven Capital","Solana","","","","",""
"Fasst","FAS","https://icodrops.com/media/cache/10/c4/10c49c6201cb6e73ba8a0e8f70d5fec8.webp","https://icodrops.com/fasst/","ICO","—","$802.7","Payments","Upcoming","","","","","","","","",""
"Animalia","ANIM","https://icodrops.com/media/cache/7b/04/7b04cfb9b78e47ccb58a12b93f6dad39.webp","https://icodrops.com/animalia/","IDO Round 2","$5.09 M","$6.27 M","Play to Earn","Upcoming","","MV Global","x21 Digital","Banter Capital","More Details","","","",""
"Archer","","https://icodrops.com/media/cache/68/92/68923b4b16de05d2a1a1fa71c0a2f15a.webp","https://icodrops.com/archer/","Private Stage","—","—","DEX","Upcoming","","Solana","","","","","","",""
"NEWITY","","https://icodrops.com/media/cache/48/25/48250aeb88d233e728775de4053f22b0.webp","https://icodrops.com/newity/","Private Stage","$11 M","—","Finance","Upcoming","","CMT Digital","","","","","","",""
"Dome","","https://icodrops.com/media/cache/24/f8/24f8cd94e38294efd20f1d96b0dbe497.webp","https://icodrops.com/dome/","Private Stage","—","—","Blockchain Service","Upcoming","","Polymarket","","","","","","",""
"Novig","","https://icodrops.com/media/cache/b4/99/b49987e7e310cc27385239492371749e.webp","https://icodrops.com/novig/","Private Stage","$100.2 M","$500 M","Predictions","Upcoming","","Multicoin Capital","Pantera Capital","NFX","More Details","","","",""
"XO Market","","https://icodrops.com/media/cache/93/64/9364e94dffed5cc16032e86a05cf2cc6.webp","https://icodrops.com/xo-market/","Private Stage","$500 K","—","DeFi","Upcoming","","Delphi Ventures","batuX","Binary Builders","More Details","","","",""
"Echo","","https://icodrops.com/media/cache/af/59/af596af7fe9ddbb2acbbee2c4fde3faf.webp","https://icodrops.com/echo/","Private Stage","$375 M","—","Launchpad","Upcoming","","Coinbase Ventures","","","","","","",""
"Pluno (AwesomeQA)","","https://icodrops.com/media/cache/53/4a/534a3fb077cc082d8ae2d5fd641e38c3.webp","https://icodrops.com/pluno/","Private Stage","$2.8 M","—","Social","Upcoming","","Coinbase Ventures","North Island Ventures","Uniswap","","","","",""
"Bitwise","","https://icodrops.com/media/cache/fc/75/fc75d91e2a813b31149f31fc1b95607f.webp","https://icodrops.com/bitwise/","Private Stage","$154.5 M","$500 M","Finance","Upcoming","","Blockchain Capital","Electric Capital","Naval Ravikant","More Details","","","",""
"Axal","","https://icodrops.com/media/cache/61/8f/618fa16b72ae52a8a9bca3a06813fb92.webp","https://icodrops.com/axal/","Private Stage","$2.5 M","—","Blockchain Service","Upcoming","","Andreessen Horowitz (a16z)","CMT Digital","IDG Capital","More Details","","","",""
"Rena Labs","","https://icodrops.com/media/cache/91/d1/91d1990e8b7eac8da51f4969a29c0c98.webp","https://icodrops.com/rena-labs/","Private Stage","$3.3 M","—","Infrastructure","Upcoming","","Faction","Selini Capital","Eterna Capital","More Details","","","",""
"Spicenet","","https://icodrops.com/media/cache/45/c6/45c69aaf80beb2e4b5ec403289446b5f.webp","https://icodrops.com/spicenet/","Private Stage","$3.4 M","—","Layer-2","Upcoming","","Hack VC","Magnus Capital","Batu","More Details","","","",""
"Zodia Custody","","https://icodrops.com/media/cache/b0/67/b067c336f3779ba96a2b388e7b7dff69.webp","https://icodrops.com/zodia-custody/","Private Stage","$36 M","—","Finance","Upcoming","","Emirates NBD","SBI Digital Asset Holdings","SC Ventures","","","","",""
"Uranium Digital","","https://icodrops.com/media/cache/cd/4c/cd4c444bf93b4565b1674b07daa9d4f3.webp","https://icodrops.com/uranium-digital/","Private Stage","$7.8 M","—","DeFi","Upcoming","","Framework Ventures","Mirana Ventures","Santiago Roel Santos","More Details","","","",""
"BVNK","","https://icodrops.com/media/cache/10/82/1082f41250a2ed0ea672a72d504974d5.webp","https://icodrops.com/bvnk/","Private Stage","$1.89 B","$750 M","Finance","Upcoming","","Coinbase Ventures","Tiger Global Management","Avenir","More Details","","","",""
"filament","","https://icodrops.com/media/cache/93/8d/938db79115f627fef015fe3f5707c886.webp","https://icodrops.com/filament/","Private Stage","$1.1 M","—","DEX","Upcoming","","P2 Ventures","Chorus One","Archerman Capital","More Details","Sei Network","","",""
"Promeet","","https://icodrops.com/media/cache/8b/41/8b4182fd00b36d65d105507966cebe06.webp","https://icodrops.com/promeet/","Private Stage","$3.1 M","—","Social","Upcoming","","","","","","","","",""
"Fraction AI","","https://icodrops.com/media/cache/9f/4d/9f4d0a74bda7ebf7c97622211888a139.webp","https://icodrops.com/fraction-ai/","Private Stage","$6 M","—","Blockchain Service","Upcoming","","The Spartan Group","Kosmos Ventures","Sandeep Nailwal","More Details","","","",""
"Kettle Finance","","https://icodrops.com/media/cache/f4/17/f417456e50c476ec80bb8ce701423c55.webp","https://icodrops.com/kettle-finance/","Private Stage","$4 M","—","Real World Assets P…","Upcoming","","gmoney","IOSG Ventures","ParaFi Capital","More Details","","","",""
"BitDCA","","https://icodrops.com/media/cache/80/ea/80ea7ce32d94dfc607883b71519f3b82.webp","https://icodrops.com/bitdca/","Private Stage","$2 M","$99.07 M","Blockchain Service","Upcoming","","","","","","","","",""
"N3MUS","","https://icodrops.com/media/cache/76/51/7651f0598e3b2aa2c3fa4fb37430ed41.webp","https://icodrops.com/n3mus/","Private Stage","$800 K","—","Gaming","Upcoming","","Arrington Capital","x21 Digital","Black Dragon","More Details","","","",""
"BRKT","","https://icodrops.com/media/cache/ad/4e/ad4e5827a692d0929c505ae4105cbec5.webp","https://icodrops.com/brkt/","Private Stage","$1.75 M","—","DeFi","Upcoming","","MEXC Global (Privcode Capital)","280 Capital","Foresight Ventures","More Details","","","",""
"Igloo","","https://icodrops.com/media/cache/c5/3e/c53e8cdbf2dcceba00bb172ac82be432.webp","https://icodrops.com/igloo/","Private Stage","—","—","Social","Upcoming","","Animoca Brands","Newman Capital","Animoca Brands Japan","More Details","","","",""
"OpenBrick","","https://icodrops.com/media/cache/cf/eb/cfebec9417ae96c1600b58df26b4aa95.webp","https://icodrops.com/openbrick/","Private Stage","—","—","Real Estate","Upcoming","","SIX Group","Hedera Hashgraph","","","","","",""
"Rarimo","","https://icodrops.com/media/cache/66/51/665105f36f7a58fb4eacf703cc40a60c.webp","https://icodrops.com/rarimo/","Private Stage","$2.5 M","—","Layer-2","Upcoming","","Vitalik Buterin","Alex Pruden","Ariel Gabizon","More Details","","","",""
"Avant","","https://icodrops.com/media/cache/5f/63/5f63d033f2f44c83b70511c896c98077.webp","https://icodrops.com/avant/","Private Stage","$6.5 M","$25 M","DeFi","Upcoming","","Avalaunch","Daybreak Digital","GoGoPool","More Details","","","",""
"Bleap","","https://icodrops.com/media/cache/be/9f/be9ff9315b91e3155b629fc8b60aa684.webp","https://icodrops.com/bleap/","Private Stage","$2.31 M","$10 M","Blockchain Service","Upcoming","","Alliance","Robot Ventures","Maven 11 Capital","More Details","","","",""
"Barter","","https://icodrops.com/media/cache/50/f2/50f2e256680bf569e8b6c95cae086aa8.webp","https://icodrops.com/barter-2/","Private Stage","$3 M","—","DeFi","Upcoming","","Digital Currency Group (DCG)","Maven 11 Capital","Anagram Crypto","More Details","","","",""
"OpenLayer","","https://icodrops.com/media/cache/c5/16/c5164f58219fdc4d4401cbbc799788fb.webp","https://icodrops.com/openlayer/","Private Stage","$5 M","—","Blockchain Service","Upcoming","","a16z crypto CSX","IOSG Ventures","The Spartan Group","More Details","","","",""
"TaleX","","https://icodrops.com/media/cache/0a/a7/0aa768fb017563479e3278042536037d.webp","https://icodrops.com/talex/","Private Stage","—","—","DeFi","Upcoming","","","","","","","","",""
